speaker,party,year,night,timestamp,text,word_count,source_file,source
Kathy Hochul,Democratic,2024,1,,"Are you ready to elect Kamala Harris the first president of the United States? Yes, you are. Yes, you are. Friends, like so many of us, my grandparents came from Ireland as teenagers, with nothing but hope in their hearts and fire in their bellies. They built their lives in the promised land of Buffalo, New York. A union card meant good work at the steel plant. The steel plant that lifted my parents from living in a trailer to the middle class. Like other families in my blue-collar community, they believed that with hard work, they could build a better future, not just for themselves, but for those with less hope and less opportunity. I'm proud of my roots and the values I learned. Grit, determination, compassion. Kamala Harris and Tim Walz grew up with those same values, and those values have always defined the people of my state. Well, most of us, anyway. Donald Trump was born a New Yorker, but ended up a fraud, a philanderer, and a felon. He wasn't raised with the New York values that I know. He never had to worry about child care costs or groceries or rent. He never had to worry about anything or anyone but himself. Trust me, America, if you think you're tired of Donald Trump, talk to a New Yorker. We've had to deal with him for 78 long years. The fraud, the tax dodging, the sham university, the shady charities. We've seen him stiff contractors, rip off workers. He abuses women, brags about it, and then takes away their rights. And New Yorkers are sick of it. It's no wonder he had a fleet of Mar- a-Lago. Sorry about that, Florida. Sorry about that. Trump hasn't spent much time in New York lately, except that is to get convicted of 34 felonies. And that's just fine with us, because New York's motto is ""Excelsior, Ever Upward."" And Trump takes us ever downward, because here's what Trump never understood. America isn't a luxury good to be bought and sold by the privileged and powerful few. America, we just can't afford another four years of that. We have kids to feed, roads to build, jobs to create, real problems to solve. And we need leaders who can get it done. Trump talked big about bringing back manufacturing jobs. But you know who actually did it? President Biden and Vice President Kamala Harris. Thank you, Joe. Thank you, Kamala. And look no further than the city of Syracuse, where a company called Micron is building a $100 billion microchip factory with union labor. It's the largest private investment in American history. And it's going to create 50,000 good-paying jobs. The Biden-Harris administration has made the most significant investments in our economy in generations. And, as president, Kamala Harris will continue to build an opportunity economy for all. My friends, history is watching us. Together, we must protect abortion rights. Together, we must protect the middle class. Together, we must protect the American dream. And, together, we must elect Kamala Harris president of the United States. Thank you. KAMALA HARRIS ,",521,hochul_cnn_dnc_2024_night_1.txt,CNN
D.L. Hughley,Democratic,2024,4,,"What's happened in California? No, wait, wait, where those AKAs at? Where they at? You know what? In three months, ain't going to be no living with y'all. I can tell you this, I don't blame Donald Trump for not wanting to debate Kamala. I've been married to a Black woman for 40 years and I ain't won one debate. I'm 0 in 93,000. Now, of course, Trump is saying that Kamala isn't black. I guarantee you this: Kamala s been black a lot longer than Trump's been a Republican. And if he keeps sliding in the polls the way he is, the only thing, the only way he can keep Kamala out of the White House is if he buys it and refuses to rent to her. Of course, Kamala is getting broad support. They've got Black men for Kamala, white men for Kamala, Latinos and Asians for Kamala. They even have Republicans for Kamala. Republicans for Kamala. I guess Donald Trump will finally know what it's like when you get left for a younger woman. All right. But, seriously, Kamala knows the truth about the American dream. That hard work is not alone enough -- hard work alone is not enough to succeed. That you need access and information and opportunity. And she knows that some folks are often denied those very things. As president, she will give each and every one of us a fair shot in life. But I have to admit I didn't always believe that. I mean, if you told me, the 15-year-old me would be on stage supporting a prosecutor and a teacher? There is no way that I would've believed you. But because of that I made assumptions about Kamala's record. And I often repeated them to a lot of people. Then one day Kamala invited me to her house, she put her hand on my shoulder and she asked me to do some research. Something I had never done. Something a lot of people I know had never done before. Imagine attacking someone's character without a single Google search. So I did what I should've done in the first place. I learned that she had done for us exactly what she promised to. I believe that your apology should be as loud as your accusation. And I'm here apologizing in front of the whole damn world. I am. I was wrong. I was wrong. And I'm so very glad I was wrong, because, Kamala, you give me hope for the future, a future where my grandchildren, Nola and Stevie, have the freedom to control their own bodies, where they have the opportunity to go as far as their wits and their talents will take them. That future, ladies and gentlemen, is possible but only if we elect Kamala Harris as the 47th president of the United States of America. I will say this to you, the best piece of advice I've ever gotten in my entire life is you don't have to know what you will do, just know what you won't. And we won't go back!",516,hughley_cnn_dnc_2024_night_4.txt,CNN
Hulk Hogan,Republican,2024,4,,"Well, let me tell you something, brother. You know something? When I came here tonight, there was so much energy in this room. I felt maybe I was in Madison Square Garden, getting ready to win another World title. Or maybe I thought. The vibe was so intense. The energy was so crazy. It felt like maybe I was going to press that no-good sticky giant over my head, and slam him through the mat, brother. But what I found out, was I was in a room full of a real Americans, brother. And at the end of the day, with our leader up there, my hero, that gladiator, we're going to bring America back together. One real American, at a time, brother. You know something? I've seen some great tag teams in my time. Hulk Hogan and, ooh yes, the ""Macho Man"" Randy Savage. But you know something? I see the greatest tag team of my life, standing upon us, getting ready to straighten this country out, for all the real Americans. You know, even though you guys are real Americans, you better get ready. Because when Donald J. Trump becomes the President of the United States, all the real Americans are going to be nicknamed Trumpites. Because -- because all the Trumpites are going to be running wild for four years. So, with the power of Donald J. Trump, and all the Trumpites running wild, America is going to get back on track. And like Donald J. Trump said, America is going to be great again. You know, when I look out, and I see all the real Americans, I think about how Donald Trump, his family was compromised. When I look out there, and I see Donald Trump, I think about how his business was compromised. But what happened, last week, when they took a shot at my hero. And they tried to kill the next President of the United States. Enough was enough. And I said, let Trumpamania run wild, brother. Let Trumpamania rule again. Let Trumpamania make America great again. You know something Trumpites? I didn't come here as Hulk Hogan. But I just had to give you a little taste. You know my name. My name is Terry Bollea. And as an entertainer-- I love you too. And as an entertainer, I try to stay out of politics. But after everything that's happened to our country, over the past four years, and everything that happened last weekend, I can no longer stay silent. I'm here, tonight, because I want the world to know that Donald Trump is a real American hero. And I'm proud to support my hero as the next President of this United States. You know guys? I've known Donald Trump for over 35 years. Hold on a second. Hold on. I just had a flashback. I just had a flashback, man. This is really tripping. You know, the last time I was up on stage, Donald Trump was sitting at ringside at the Trump Plaza. I was bleeding like a pig. And I won the World title right in front of Donald J. Trump. And you know something? He's going to win in November. And we're all going to be champions again, when he wins. And like I said, I've known that man for over 35 years. And he's always been the biggest patriot. And he still is. He's always told you exactly what he thought. And he still does, brother. And no matter the odds, he always finds a way to win. And when he's back in our White House, America is going to start winning again. You know guys, over my career, I've been in the ring with some of the biggest, some of the baddest dudes on the planet. And I've squared off against lawyers. Whoo, yes, savages. And I've even like I said, body slammed giants in the middle of the ring. And I know tough guys. But let me tell you something, brother. Donald Trump is the toughest of them all. They've thrown everything at Donald Trump, all the investigations, the impeachments, the court cases. And he's still standing and kicking their butts. You know we never had it better than the Trump years. Back then, we had a thriving economy. We had strong borders. We had safe streets. We had peace and respect around the world. But then, we lost it all in a blink of an eye. Crime is out of control. The border is out of control. The price of food and gas, and housing is out of control. And the only person who can clean this up is Donald Trump. You know guys, I really, really love this country. And I've lived the American Dream. And I want my kids, your kids, and all those little teeny Hulkamaniacs out there to live the American Dream too. This November, guys, we can save the American Dream for everyone. And Donald Trump is the president who will get the job done. So, all you criminals, all you lowlifes, all you scumbags, all you drug dealers, and all you crooked politicians, need to answer one question, brother. What you're going to do when Donald Trump, and all the Trumpamaniacs run wild on you, brother? God bless you. And thank you.",885,hulk_hogan_cnn_rnc_2024_night_4.txt,CNN
Jon Husted,Republican,2024,1,,"Well, it means a great thing for the country because J.D. Vance is a Make America Great Again advocate. He's a full-throated defender of Donald Trump's agenda. He's an articulate one. He has a great background. Grew up in poverty. He was a Marine Corps veteran. He has -- he's an articulate advocate for closing the borders, making ""Made in America"" an agenda for -- for manufacturing, protecting our communities. He's just got it all and would make a great nominee. J.D. is a graduate of the Ohio State University, so he's pretty excited about it.",96,husted_cnn_rnc_2024_night_1.txt,CNN
James Clyburn,Democratic,2024,1,,"Thank you, thank you, thank you, thank you. Thank you and good evening. Thank you, South Carolina. Thank you. Thank you. Four years ago, Americans were experiencing high anxieties and great uncertainties. A deadly virus reigns, schools closed, businesses shuttered, Donald Trump mismanaged the crisis from day one. Looking out for himself instead of the country. The American people responded to the crisis in leadership by electing new leaders. Thanks to Joe Biden and Kamala Harris, we reopened our schools, brought back our businesses and restored our faith in the American ""can do"" spirit. Thanks to Joe and Kamala, we reduced the price of prescription drugs, repaired roads and bridges and replaced lead pipes. Thanks to Joe and Kamala, we are honoring our heroes in uniform and expanding benefits to over a million veterans. Thanks to Joe and Kamala, make it in America is no longer just a slogan, but a movement that is bringing millions of manufacturing jobs back to America. For President Biden's lifetime of achievement in service of his country, we owe him a great debt of gratitude. And we're all grateful for one of the best decisions he made, selecting Kamala Harris as his vice president and endorsing her to succeed him. I often say that we are but the sum of our experiences. In the introduction to my memoir, I wrote, all my experiences have not been pleasant, but I consider all of them to be blessings. So, has been the case with Kamala. Her experiences have prepared her for this moment. Kamala Harris is a true battle tested leader, a district attorney, attorney general, senator and vice president who gets things done. While Donald Trump has been bragging about how he overturned Roe, Kamala has been fiercely advocating for the reputation of reproduction freedoms. While Trump has been looking out for himself and his billionaire brothers, Kamala has been fighting to lower costs for all Americans. And while Trump falsely pleads ignorance of Project 2025, which in my opinion is Jim Crow 2.0, -- -- Kamala has been offering the American people enlightening proposals and visionary leadership. Having grown up in a postage, I often look to the good book for understanding and guidance. As 2 Corinthians informs, we are troubled on every side, yet not distressed. We are perplexed, but not in despair; persecuted, but not forsaken; cast down, but not destroyed. Our great democracy has been tested, and so has the basic goodness of the American people. But our resolve to remain a great country, with freedom and justice for all, will not falter. We will continue our march toward a more perfect union, united in our common purpose and emboldened by our resolve to elect Kamala Harris and Tim Walz as the next president and vice president of these United States of America. Thank you, and Godspeed.",476,james_clyburn_cnn_dnc_2024_night_1.txt,CNN
Jamie Raskin,Democratic,2024,1,,"And welcome to the democracy convention. Welcome to the freedom convention. And thank you for the beautiful weather, Chicago. It's been a little rough on Capitol Hill, where it's not just the heat, it's the stupidity. Now, we meet in this great city tonight, where Abraham Lincoln was nominated in 1860 to save the union from fanatical insurrectionists, and where Franklin D. Roosevelt was re-nominated by Democrats in 1940 to defeat fascist dictators. Now, we fight, in our time, to defend our freedom and our democracy against the banana Republicans who have converted Lincoln's party into a dangerous cult of personality. You know, I'll never forget the pounding on the doors of the House chamber on January 6th where the screams to follow. Hundreds of our police officers taunted and attacked, 140 of them wounded by extremists wielding baseball bats, steel pipes, even American flags. Five people died that day and four more of our officers took their own lives in the days and weeks to come. All of this after Trump was defeated by more than 7 million votes by the great Joe Biden. It was after 80 judges rejected every ridiculous claim raised by this sore loser who does not know how to take no for an answer from American voters, American courts, or American women. Remember what the mob chanted as they stormed the Capitol and injured our officers? Hang Mike Pence. Someone should have told Donald Trump that the president's job under Article 2 of the Constitution, someone should have told Donald Trump that the president's job under Article 2 of the Constitution is to take care that the laws are faithfully executed, not that the vice president is executed. Pence has now joined more than two dozen officials from Donald Trump's own administration in denouncing him, an historical record, and Pence is the first vice president in more than two centuries not to support the president he served with in a general election. And by the way, J.D. Vance, do you understand why there was a sudden job opening for running mate on the GOP ticket? They tried to kill your predecessor. They tried to kill him because he would not follow Trump's plan to destroy and nullify the votes of millions of Americans. Your votes, Pennsylvania. Your votes, Michigan. Your votes, Georgia, Nevada, Arizona. Are we going to go back to the days of election suppression and violent insurrection? We're not going back. Well look, what one week after that beautiful day, as Trump calls it, the Republicans, ten Republicans, joined all of the Democrats to impeach Trump for the worst high crime and misdemeanor ever committed by a president inciting insurrection against our own Constitution. Make no mistake, a man who uses fraud, theft, and violence to take power will commit any crime to keep it. And now Trump's promising to pardon hundreds of his fellow criminal convicts and insurrectionists. He calls for, quote, ""the termination"" of all rules, regulations, and articles, even those in the Constitution. My friends, are we the people going to let Donald Trump terminate our Constitution and obliterate the blessings of liberty for our posterity? That's right. We're going to elect Kamala Harris. We're going to elect the career prosecutor and inspiring public servant and coach Walz, and we're going to defeat Donald Trump, the career criminal and incorrigible recidivist conman and his pet chameleon, J.D. Vance. And America, let's make it a landslide so big that Donald Trump and his kangaroo court, Supreme Court justices cannot even try to steal it. Let's make every vote count. Let's make sure every vote is counted. Let's let freedom ring and let's let democracy work in America.",617,jamie_raskin_cnn_dnc_2024_night_1.txt,CNN
Jasmine Crockett,Democratic,2024,1,,"On November 5th, our nation will hire a President, a Commander-in-Chief, and leader of the free world. So, let's compare their resumes. Shall we? One candidate worked at McDonald's while she was in college at an HBCU. Thank you. The other was born with a silver spoon in his mouth and helped his daddy in the family business, housing discrimination that is. She became a career prosecutor while he became a career criminal -- -- with 34 felonies, two impeachments and one porn star to prove it. Her entire career as an elected district attorney, attorney general and Senator, she has always worked for one client, the people. Meanwhile, he is a 78-year-old lifelong predator, fraudster and cheat, known for inciting violent mobs. Listen you all, he has only looked out for one person, himself. As women are dying, he is bragging about overturning Roe. And y'all know, I come from Texas. And right now in Texas -- -- come on Texas. But right now in Texas, they want to institute the death penalty. That is a problem. Well, Kamala Harris is fighting for our reproductive rights to be restored. She is also the leader we need on the global stage. She helped secure the release of Americans wrongfully detained in Russia. At the same time, he cozies up to his role model, Vladimir Putin, -- -- and MAGA holds legislation hostage here at home, critical resources to secure the border, military aid to Ukraine and even the farm bill. She has lived the American dream while he has been America's nightmare. America, looking at the two choices before you, who would you hire? Donald Trump -- Or Kamala Harris? Kamala Harris has a resume. Donald Trump has a rap sheet. She presides over the Senate while he keeps our national secrets next to his thinking chair. You all know what I said that other time. In Mar-a-Lago. While Donald Trump wants to put our 1787 Constitution through his Project 2025 paper shredder, and make every day January 6th, Kamala Harris is fighting to fulfill the promise of America. In the real world, this wouldn't even be close. But this election is. Don't make the mistake. We are the underdogs in this fight. Even though there is only one person qualified, only one person who has done the work, and who has delivered the results. And she needs you. She needs your one vote this November. Can we count on you? Some of you know a little bit of my history, some of you don't, so let me tell you. I was a public defender. I did criminal defense as well as practiced civil rights law for almost two decades. I know a good prosecutor when I see one. Kamala Harris is the kind of prosecutor we long for in the cases like those of Breonna Taylor. Yes. She was the first attorney general in the nation to order that her officers wear bodycams and she started the Back on Track Program to reduce recidivism. Listen you all, she did all these things because she genuinely cares about people. She sees each person as just that, a person, not a statistic. She has proven that since the first day she stepped into a courtroom and said what you already heard Hillary say, I did not copy off of her speech, I just want you to all know. She walked into that courtroom and said, Kamala Harris, for the people. And she meant that. Many of you know her credentials, but what I love about Kamala Harris goes beyond her resume, is that she sees the humanity in everyone. She is the only candidate in this race who is capable of empathy. When I first got to Congress, I wasn't sure I made the right decision. The chaos caucus couldn't elect a speaker and the Oversight Committee was unhinged. I was going through all of this when I visited the vice president's residence for the first time. As I approached, Vice President Harris for our official photo, she turned to me and asked, what's wrong? Mind you, we'd never met, but she saw right through me. She saw the distress. I immediately began crying. And the most powerful woman in the world wiped my tears and listened. It is so hard for me to tell this story. She then said, among other things, you are exactly where God wants you. Your district chose you because they believe in you, and so do I. Okay. I'm going to stop. Okay. The next month, I went viral for the first of many times to come for hitting Republicans with a dose of their own medicine. That brief but impactful interaction gave me my legislative legs, and I've been running ever since. The question before us is will a vindictive villain violate voters' vision. For a better America or not? I hear alliterations are back in style. We deserve better. We deserve a president who can be a bright light in a sea of darkness, one who will put us -- who will pull us forward because we won't go back. Amanda Gorman said it best. There's always light if only we are brave enough to see it. If only we are brave enough to be it. Kamala Harris showed me that light, and America, when she is our president, together we will shine as that beacon of hope and freedom around the world once more. God bless y'all.",915,jasmine_crockett_cnn_dnc_2024_night_1.txt,CNN
Javier Salazar,Democratic,2024,3,,"On the other side of the border the traffickers, they pack migrants into 18-wheelers like cattle, fifty, a hundred at a time, then they seal the doors. That is where the 911 calls come. We hear them, desperate, terrified , gasping for air. Sometimes, we get there in time. Sometimes, despite our best efforts we can't. When Donald Trump comes down to Texas and stands next to officers in uniforms, just like mine, he is not there to help us. Don't think that, not for a second. He is a self-serving man. I mean look, just like when he killed the border bill, he just made our jobs harder. Kamala, on the other hand has been fighting border crime for years. She has gone down to Mexico and worked to stop the traffickers. When the traffickers didn't stop, she put them in jail. Now, down in my neck in the woods we call that fooling around and finding out. I may be paraphrasing a bit. We protectors -- the border sheriffs that I know and I, we're like Kamala. We protect and serve, we enforce the law. We show compassion and we fight like hell to protect our border. Because that's what's all we've always known in Texas. Cuando peleamos ganamos. When we fight we win.",216,javier_salazar_cnn_dnc_2024_night_3.txt,CNN
J.B. Pritzker,Democratic,2024,2,,"Fellow Democrats, welcome to Chicago. A great American city in a proud blue state. Our patriotism was formed in frost and in fire, and in the steel we forged to survive both. Our love of country has been a tapestry of faith that weaves from Abraham Lincoln reuniting a house divided to Barack Obama declaring blue states and red states make one United States. Now, Illinois' presidential pedigree is unmatched, and given that Vice President Kamala Harris spent some of her early life right here, I speak for the entire Illinois delegation when I say we claim her too. Now, one president we will never claim is the con artist the Republicans nominated in Milwaukee last month. Donald Trump once called Chicago embarrassing. To quote a great Chicagoan who won six world championships on these very grounds, we take that personally. I had to govern for two years while Trump was president. Let me tell you what's embarrassing. In Illinois, we passed a massive bill to fix our roads and bridges. When Donald Trump proposed his own plan, he turned right around and called it stupid. We eliminated the grocery tax. Donald hasn't been in a grocery store since his first bankruptcy. Illinois invested in clean energy and the jobs it brings. Donald claimed that windmills in the ocean made the whales a little batty. During COVID, we supported small businesses and jobs, and Donald, well, Donald told us to inject bleach. Donald Trump thinks that we should trust him on the economy because he claims to be very rich, but take it from an actual billionaire. Trump is rich in only one thing, stupidity. Now, I meet with business leaders all the time, and there's one universal thing they all need, people. They need more workers to fill all the jobs they have, but the anti-freedom, anti-family policies of MAGA Republicans are driving workers away. Here's the thing. Americans don't want to be forced to drive 100 miles to deliver a baby because a draconian abortion law shut down the maternity ward. Americans want the hope of giving birth through IVF, not the fear that it might be taken away. Americans with LGBTQ kids don't want them facing discrimination at school because the state sanctioned it. Americans want to go to their neighborhood grocery store and not have to worry about some random guy open-carrying an AR-15. Americans don't want their kids to be taught in history class that slavery was a JOBS program. And if Americans are black or brown, they want to get promoted at work without being derided as a DEI hire for the sin of being successful while not white. Let's be clear. It's not woke that limits economic growth. It's weird. And these guys aren't just weird. They're dangerous. Democrats are for lower taxes and higher wages, less inflation and more business growth. We just think it's wrong to craft those policies for Elon Musk, and not for everyday working people. That includes a secure retirement and good health care. We think the government should help you prosper, not police who you're sleeping with. More than anything, Democrats want economic policies that are kind, not cruel. But Trump chooses cruelty every time. After all, everything he's achieved in his own life has been by hurting someone else. Kamala Harris and Tim Walz, well, they have spent their lives lifting people up, not pushing them down. They know that a White House that leads with kindness looks at someone who is struggling and sees not what they might cost society, but what they might create for it. Americans want policies that give every American a chance to make it to the middle class. They want to grow small businesses, and Democrats want to cut taxes for everyday people. More than anything, Kamala Harris and Tim Walz want a country where we can all live with a little serenity, the serenity that comes with a balanced checkbook, an affordable grocery bill, and a housing market that has room for everyone. And if there's one thing I know about Donald Trump, he's not bringing anyone any kind of serenity. We have a choice, America, between the man who left our country a total mess and the woman who has spent four years cleaning it up. And I think it's time we stop expecting women to clean up messes without the authority and the title to match the job. Vice president was a good title for Kamala Harris, but you know an even better one? President of the United States of America! Let's go get 'em! A great American city in a proud blue state. Our patriotism was formed in frost and in fire, and in the steel we forged to survive both. Our love of country has been a tapestry of faith that weaves from Abraham Lincoln reuniting a house divided to Barack Obama declaring blue states and red states make one United States. Now, Illinois' presidential pedigree is unmatched, and given that Vice President Kamala Harris spent some of her early life right here, I speak for the entire Illinois delegation when I say we claim her too. Now, one president we will never claim is the con artist the Republicans nominated in Milwaukee last month. Donald Trump once called Chicago embarrassing. To quote a great Chicagoan who won six world championships on these very grounds, we take that personally. I had to govern for two years while Trump was president. Let me tell you what's embarrassing. In Illinois, we passed a massive bill to fix our roads and bridges. When Donald Trump proposed his own plan, he turned right around and called it stupid. We eliminated the grocery tax. Donald hasn't been in a grocery store since his first bankruptcy. Illinois invested in clean energy and the jobs it brings. Donald claimed that windmills in the ocean made the whales a little batty. During COVID, we supported small businesses and jobs, and Donald, well, Donald told us to inject bleach. Donald Trump thinks that we should trust him on the economy because he claims to be very rich, but take it from an actual billionaire. Trump is rich in only one thing, stupidity. Now, I meet with business leaders all the time, and there's one universal thing they all need, people. They need more workers to fill all the jobs they have, but the anti-freedom, anti-family policies of MAGA Republicans are driving workers away. Here's the thing. Americans don't want to be forced to drive 100 miles to deliver a baby because a draconian abortion law shut down the maternity ward. Americans want the hope of giving birth through IVF, not the fear that it might be taken away. Americans with LGBTQ kids don't want them facing discrimination at school because the state sanctioned it. Americans want to go to their neighborhood grocery store and not have to worry about some random guy open-carrying an AR-15. Americans don't want their kids to be taught in history class that slavery was a JOBS program. And if Americans are black or brown, they want to get promoted at work without being derided as a DEI hire for the sin of being successful while not white. Let's be clear. It's not woke that limits economic growth. It's weird. And these guys aren't just weird. They're dangerous. Democrats are for lower taxes and higher wages, less inflation and more business growth. We just think it's wrong to craft those policies for Elon Musk, and not for everyday working people. That includes a secure retirement and good health care. We think the government should help you prosper, not police who you're sleeping with. More than anything, Democrats want economic policies that are kind, not cruel. But Trump chooses cruelty every time. After all, everything he's achieved in his own life has been by hurting someone else. Kamala Harris and Tim Walz, well, they have spent their lives lifting people up, not pushing them down. They know that a White House that leads with kindness looks at someone who is struggling and sees not what they might cost society, but what they might create for it. Americans want policies that give every American a chance to make it to the middle class. They want to grow small businesses, and Democrats want to cut taxes for everyday people. More than anything, Kamala Harris and Tim Walz want a country where we can all live with a little serenity, the serenity that comes with a balanced checkbook, an affordable grocery bill, and a housing market that has room for everyone. And if there's one thing I know about Donald Trump, he's not bringing anyone any kind of serenity. We have a choice, America, between the man who left our country a total mess and the woman who has spent four years cleaning it up. And I think it's time we stop expecting women to clean up messes without the authority and the title to match the job. Vice president was a good title for Kamala Harris, but you know an even better one? President of the United States of America! Let's go get 'em!",1531,jb_pritzker_cnn_dnc_2024_night_2.txt,CNN
Jean Evansmore,Democratic,2024,2,,"My name is Jeanne Evansmore and I'm 83 years old. And as such, I am the oldest of the delegates in West Virginia. Most 83-year-old that I know are spending time with their grandchildren or traveling, but I'm here suited up and ready to battle because I will not, I repeat, I will not let everything I've fought for be taken away by Donald Trump. Most 83-year-old that I know are spending time with their grandchildren or traveling, but I'm here suited up and ready to battle because I will not, I repeat, I will not let everything I've fought for be taken away by Donald Trump. And that's why we're proud to cast West Virginia's 24 delegates for the next President of the United States. Kamala Harris.",128,jean_evansmore_cnn_dnc_2024_night_2.txt,CNN
Jessica Patterson,Republican,2024,1,,"California represents nearly 5.4 million registered Republicans, more than any other state in the nation. From its pristine beaches to its soaring mountains, from expansive deserts to the redwood forests, the Golden State is responsible for securing today's GOP House Majority. It will be the state responsible for returning a House Majority to Washington this November so that President Trump has a partner in Congress to support his common sense agenda. With the largest delegation in the nation, Madam Secretary, the great state of California proudly casts all of its 169 votes for President Donald Trump.",96,jessica_patterson_cnn_rnc_2024_night_1.txt,CNN
Jessica Velasquez,Democratic,2024,2,,"Buenas noches. Chair Jessica Velasquez here with our delegates from the land of enchantment, the great state of New Mexico, where we live our family values. Respect women, love our land, our water, our blue skies, our green chili, and our sunsets. We are proud to cast 45 votes for Kamas and Tim Walz.",54,jessica_velasquez_cnn_dnc_2024_night_2.txt,CNN
Joanne Dowdell,Democratic,2024,2,,"Good evening, my name is Joanne Dowdell from the great state home of the nation's first primary, New Hampshire. Where we stand granite strong. We are so proud of the many women throughout our state committed to building a future of opportunity and trailblazing the way for all of us. And now, it is my pleasure to introduce our youngest delegate Alyana Hong Mazour . ALYANA HONG MAZOUR ,",69,joanne_dowdell_cnn_dnc_2024_night_2.txt,CNN
