speaker,party,year,night,timestamp,speech,word_count,source,source_file
Jaime Harrison,Democratic,2024,1,00:44:11,"OUR FIRST ORDER OF BUSINESS IS ADOPTING AN UP-TO-DATE CONVENTION AGENDA. WHEN THE CONVENTION RULES COMMITTEE MET, EVERYONE WAS WORKING ON UPDATING PLANS BASED ON SIGNIFICANT CHANGES THAT HAD JUST OCCURRED. WHEN THE COMMITTEE APPROVED AN AGENDA, IT WAS A WORK IN PROGRESS THAT MEMBERS KNEW WOULD NEED TO BE REVISED ACCORDINGLY. WE NOW HAVE AN AGENDA FOR THE NEXT FOUR DAYS. THE AGENDA IS INCLUDED IN THE STANDING COMMITTEE REPORT BOOKLET EMAILED TO EACH CONVENTION PARTICIPANT. IN ADDITION TO FANTASTIC SPEAKERS AND PERFORMERS, TONIGHT'S AGENDA PROVIDES FOR ADOPTING THE UP-TO-DATE CONVENTION AGENDA, HEARING THE CREDENTIALS COMMITTEE REPORT, HEARING THE RULES COMMITTEE REPORT, AND CONSIDERING A RESOLUTION AS RECOMMENDED BY THE COMMITTEE. HEARING THE PLATFORM REPORT, AND CONSIDERING OUR NATIONAL PLATFORM AS RECOMMENDED BY THE PLATFORM COMMITTEE, AND HOLDING A CONSERVATORY AND CEREMONIAL VOTE FOR OUR VICE PRESIDENTIAL NOMINEE. TUESDAY INCLUDES A CEREMONIAL ROLE CALL FOR THE PRESIDENTIAL NOMINEE. WEDNESDAY, WE WILL HEAR CEREMONIAL NOMINATING SPEECHES FOR OUR VICE PRESIDENTIAL NOMINEE, AND GOVERNOR WALZ WILL MAKE HIS ACCEPTANCE SPEECH. AND ON THURSDAY, MY FRIENDS, WE WILL HEAR CEREMONIAL NOMINATING SPEECH FOR OUR PRESIDENTIAL NOMINEE, AND VICE PRESIDENT HARRIS WILL MAKE HER ACCEPTANCE SPEECH. SO NOW, DELEGATES, THE CHAIR WILL ENTERTAIN A MOTION TO APPROVE THE UPDATED AGENDA. IS THERE A SECOND? ALL IN FAVOR OF >> ALL IN FAVOR OF CONSENT AGENDA, SAY AYE. AYE. ALL IN FAVOR OF -- THE AYES HAVE IT.",234,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
Marcia Fudge,Democratic,2024,1,00:46:55,"GREETINGS, MY FRIENDS. IT IS AN HONOR TO HAVE SERVED AS COCHAIR ALONG MY FRIEND, JIM ROOSEVELT. PURSUANT TO THE CALL, THE CREDENTIALS COMMITTEE MET AND ADOPTED A RESOLUTION TO CREDENTIAL THE DELEGATES AND ALTERNATES TO THE 2024 RESOLUTION. I'M PLEASED TO REPORT THAT THERE WERE NO CREDENTIAL ISSUES TO BE DECIDED BY THE COMMITTEE. THEIR WORK ALLOWED US TO NOMINATE TWO CHAMPIONS FOR DEMOCRACY AND FREEDOM. VICE PRESIDENT HARRIS AND GOVERNOR WALZ.",73,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
James Roosevelt Junior,Democratic,2024,1,00:47:42,"OUR DELEGATE SELECTION PROCESS IS DESIGNED TO ENSURE EVERY VOICE IS HEARD, AND EVERY VISION IS HEARD, AND OUR DELEGATES ACCURATELY REPRESENT THEIR ELECTORATES. DIVERSITY IS OUR PARTY'S STRENGTH, AND I AM SO PROUD TO SEE THE WONDERFUL REPRESENTATION OF OUR PARTY AND DEMOCRACY HERE TODAY. I AM PLEASED TO SHARE THAT THE CREDENTIALS COMMITTEE REPORT WAS ADOPTED AND ALL DELEGATES HAVE BEEN FULLY CREDENTIALED. IN MEMORY OF MARVIN TURNER, WE ARE GOING TO HAVE A GREAT CONVENTION, AND WE ARE GOING TO WIN. THANK YOU.",86,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
Leah Daughtry,Democratic,2024,1,00:48:43,"HELLO, DEMOCRATS. IT WAS MY HONOR TO SERVE AS COCHAIR OF THE CONVENTION RULES COMMITTEE ALONGSIDE MY FRIEND, GOVERNOR TIM WALZ. GOVERNOR WALZ IS A LITTLE OCCUPIED THIS EVENING. BUT IT'S GOOD TO KNOW THAT SERVING AS COCHAIR OF THE RULES COMMITTEE IS A LETTER FOR PROMOTION. -- LADDER FOR PROMOTION. THE RULES COMMITTEE ADOPTED THE PROCEDURAL RULES OF THE CONVENTION ON JULY 24. THEY ARE BASED ON LONG-STANDING PROCESSES GOVERNING OUR CONVENTION, AND ENSURE THAT WE MET ALL BALLOT ACCESS DEADLINES. THE RULES ESTABLISHED THE VIRTUAL NOMINATING PROCESS FOR THE PARTIES NOMINEES, AND SET THE STAGE FOR IN PERSON VOTES AT THE CONVENTION TO ADOPT OUR PLATFORM AND RESOLUTIONS RECOMMENDED BY THE RULES COMMITTEE, AS WELL AS TO CAST CELEBRATORY VOTES ON OUR NOMINEES AND HEAR THE ACCEPTANCE SPEECHES. UNDER THE RULES COMMITTEE AUTHORITY, THE RULES COMMITTEE IS RECOMMENDING FOR YOUR APPROVAL ONE RESOLUTION CONTAINED IN THE COMMITTEE'S REPORT, THE RESOLUTION SUPPORTS THE CURRENT PRACTICE REGARDING AUTOMATIC DELEGATES AS WELL AS OTHER REFORMS TO MAKE OUR PARTY STRONGER. THE COCHAIRS ARE PLEASED TO MOVE THE ADOPTION OF THIS RESOLUTION ON BEHALF OF THE RULES COMMITTEE.",186,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
Jaime Harrison,Democratic,2024,1,00:50:26,"THANK YOU, BISHOP DAUGHTRY. THE RULES COMMITTEE HAS MOVED THE APPROVAL OF THE RESOLUTION. IS THERE A SECOND? WE HAVE A SECOND. I WILL NOW CALL FOR A VOICE VOTE ON APPROVING THE RESOLUTION AS RECOMMENDED BY THE RULES COMMITTEE. ALL THOSE IN FAVOR OF THE COMMITTEE'S RECOMMENDATIONS TO APPROVE THE UNITY RESOLUTION SAY AYE. AYE. ALL OPPOSED SAY NAY. I'M PLEASED TO REPORT WITH THE MAJORITY OF DELEGATES VOTING IN THE AFFIRMATIVE, THE RESOLUTION HAS BEEN APPROVED. MY THANKS TO OUR RULES COMMITTEE COCHAIRS AND MEMBERS FOR YOUR EFFORT TO BUILD A TRANSPARENT AND INCLUSIVE PARTY. THANK YOU, MADAM CHAIR.",101,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
Mitch Landrieu,Democratic,2024,1,00:51:46,"FELLOW DELEGATES, IT IS MY PLEASURE TO JOIN COCHAIR ROMERO TO PRESENT THE NATIONAL PLATFORM AS RECOMMENDED FOR APPROVAL BY THE COMMITTEE. OUR PLATFORM IS GROUNDED IN OUR DEMOCRATIC VALUES OF HOPE, PROGRESS, AND LOVE OF OUR COUNTRY AND MAKE A STRONG STATEMENT ABOUT THE HISTORIC WORK PRESIDENT BIDEN AND VICE PRESIDENT HARRIS HAVE ACCOMPLISHED HAND IN HAND, AND IT PRESENTS A BOLD VISION FOR OUR FUTURE. KAMALA HARRIS WILL PROTECT REPRODUCTIVE FREEDOMS. DONALD TRUMP WILL RIP THEM AWAY. KAMALA HARRIS WILL LOWER COSTS FOR AMERICANS, EXPAND ACCESS TO AFFORDABLE HEALTH CARE, PROTECT AND STRENGTHEN SOCIAL SECURITY AND MEDICARE. DONALD TRUMP WILL CUT TAXES FOR BILLIONAIRES AND BIG CORPORATIONS, AND HE WILL PAY FOR IT BY PUTTING HEALTH CARE AND SOCIAL SECURITY ON THE CHOPPING BLOCK. KAMALA HARRIS WILL DEFEND OUR DEMOCRACY. DONALD TRUMP WILL UNDERMINE IT. THE CHOICE BEFORE US IS CLEAR AND THE STAKES COULD NOT BE HIGHER.",150,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
Regina Romero,Democratic,2024,1,00:52:41,"BUENAS NOCHES, DEMOCRATAS! MAYOR LANDRIEU, IT WAS A PLEASURE TO SERVE AS YOUR COCHAIR. I ALSO WANT TO RECOGNIZE LUISA TERREL AND THE DRAFTING COMMITTEE FOR THEIR WORK. THIS PLATFORM WAS PASSED BY THE PLATFORM COMMITTEE ON JULY 16, PRIOR TO THEIR PRESIDENT PASSING THE TORCH IN AN ACT OF LOVE AND PATRIOTISM. IT IS THE PRODUCT OF A COMPREHENSIVE PROCESS TO ENGAGE WITH LEADERS FROM ALL CORNERS OF OUR WINNING COALITION. HUNDREDS OF SUBMISSIONS, HOURS UPON HOURS OF HEARINGS AND TESTIMONIES, COUNTLESS CONVERSATIONS WITH COMMUNITY LEADERS AND GRASSROOTS DEMOCRATS. ALL WERE ESSENTIAL TO PRODUCING A FORWARD-LOOKING VISION FOR OUR PARTY THAT ECHOES THE VOICES OF ALL. VICE PRESIDENT HARRIS IS NOW CARRYING THE TORCH. AND SHE AND GOVERNOR WALZ ARE COMMITTED TO DELIVERING RESULTS FOR THE AMERICAN PEOPLE. THEN, YOU HAVE DONALD TRUMP. HIS EXTREME AGENDA IS WORKING AGAINST EVERYDAY AMERICANS. HE'S FIGHTING FOR BIG OIL, BIG PHARMA, BIG BANKS. BUT MOST OF ALL, MOST OF ALL, HE IS FIGHTING FOR HIMSELF. THIS NOVEMBER, WE NEED TO KEEP DEMOCRATS IN OFFICE AND ELECT KAMALA HARRIS AND TIM WALZ SO WE CAN IMPLEMENT AN AGENDA THAT WORKS FOR EVERYONE. CUANDO LUCHAMOS, GANAMOS. WE ARE PLEASED TO MOVE THE ADOPTION OF THE 2024 DEMOCRATIC NATIONAL PLATFORM.",205,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
Jaime Harrison,Democratic,2024,1,00:55:12,"THANK YOU. THE COCHAIRS THAT MOVE THE APPROVAL OF THE NATIONAL PLATFORM. IS THERE A SECOND? WE HAVE A SECOND. I WILL CALL FOR A VOICE VOTE TO APPROVE THE PLATFORM AS RECOMMENDED BY THE PLATFORM COMMITTEE. ALL THOSE IN FAVOR OF APPROVING THE PLATFORM, PLEASE SAY AYE. ALL OPPOSED, SAY NO. I'M PLEASED TO SAY FOR THE RECORD, THE PLATFORM HAS BEEN ADOPTED. ONCE AGAIN, THANK YOU TO OUR PLATFORM COMMITTEE COCHAIRS AND MEMBERS AS WELL AS THE PLATFORM DRAFTING COMMITTEE AND THE CHAIR LOUISA TERREL.",87,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
Minyon Moore,Democratic,2024,1,00:56:22,"WHEN KAMALA HARRIS SET OUT TO FIND HER VICE PRESIDENT, JUST ONE MONTH AGO, SHE WAS LOOKING FOR SOMEONE WHO BELIEVES IN OUR DEMOCRACY. WHO WORKS HARD FOR THE AMERICAN PEOPLE. AND HAS AN ENDLESS SUPPLY OF HOPE FOR OUR FUTURE. SHE FOUND THAT IN VICE PRESIDENT TIM WALZ. COME ON -- GIVE IT UP. ON AUGUST 6, THE DEMOCRATIC PARTY OFFICIALLY NOMINATED GOVERNOR WALZ AS OUR VICE-PRESIDENTIAL CANDIDATE. WHILE GOVERNOR WALZ'S NOMINATION HAS ALREADY BEEN SERT FID, WE COULDN'T MISS THE OPPORTUNITY TO CELEBRATE THIS FUTURE VICE PRESIDENT'S INTEGRITY, COMMITMENT, DECENCY AND SERVICE TO OUR NATION. THE CHAIR WILL ENTERTAIN A MOTION TO CEREMONIALLY CONFIRM GOVERNOR WALZ'S SELECTION AS THE DEMOCRATIC PARTY'S VICE-PRESIDENTIAL NOMINEE. WE HAVE A MOTION. IS THERE A SECOND? WE HAVE A SECOND. WE WILL NOW HAVE A VOICE VOTE ON THE MOTION TO CEREMONIALLY CONFIRM OUR VICE-PRESIDENTIAL NEW MEXICO KNEE. -- NOMINEE. ALL IN FAVOR OF THE MOTION PLEASE PROUDLY SAY AYE. ALL OPPOSED. I'M PROUD TO REAFFIRM TIM WALZ AS THE NOMINEE FOR VICE PRESIDENT. YES. YES, YES. U.S.A. PURSUANT TO OUR CONVENTION RULES, GOVERNOR WALZ HAS BEEN INVITED TO MAKE AND ACCEPTANCE SPEECH WHICH HE WILL DELIVER ON WEDNESDAY, AUGUST 21. THANK YOU, MY FRIENDS. DELEGATES, PLEASE WELCOME TO THE STAGE CO-CHAIR PEGGY FLANAGAN TO RESUME CHAIRING OUR CONVENTION",216,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
Peggy Flanagan,Democratic,2024,1,00:59:10,"THANK YOU. THANK YOU. THANK YOU. GOOD EVENING, AND WELCOME TO THE FIRST NIGHT OF THE DEMOCRATIC NATIONAL CONVENTION. I AM PEGGY FLANAGAN, LIEUTENANT GOVERNOR OF MINNESOTA, AND I'M THRILLED TO BE HERE IN CHICAGO WITH DEMOCRATS FROM ACROSS THE COUNTRY TO RALLY AROUND KAMALA HARRIS AND TIM WALZ AND THEIR VISION FOR AMERICA. IT'S BEEN EIGHT YEARS SINCE WE LAST CAME TOGETHER AS A PARTY, AND I CAN FEEL THE EXCITEMENT IN THIS ARENA. IT'S FILLED WITH ENERGY AND WITH JOY. OUR THEME TONIGHT IS “FOR THE PEOPLE.” WE'LL HEAR FROM UNION LEADERS, CIVIL RIGHTS ADVOCATES, AND OUR FELLOW CITIZENS. AND WE'LL HEAR FROM OUR PRESIDENT, JOE BIDEN, WHO HAS BEEN A CHAMPION FOR THE PEOPLE HIS ENTIRE LIFE. MY NAME IN THE OJIBWE LANGUAGE IS — OR IN ENGLISH, “SPEAKS WITH A CLEAR AND LOUD VOICE, WOMAN.” I'M A MEMBER OF THE WHITE EARTH NATION, AND MY FAMILY IS THE WOLF CLAN. AND THE ROLE OF OUR CLAN IS TO ENSURE THAT WE NEVER LEAVE ANYONE BEHIND. THAT'S WHY I AM SUPPORTING KAMALA HARRIS AND TIM WALZ TO BE THE NEXT PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES. FOR ALMOST SIX YEARS, I'VE WORKED SIDE-BY-SIDE WITH GOVERNOR WALZ. I'VE SEEN HOW HARD HE'S WORKED FOR MINNESOTA TO BE THE BEST PLACE FOR KIDS TO GROW UP. HE DOES IT ALL WITH A BIG HEART, A BUFFALO PLAID JACKET, AND A BOTTOMLESS BAG OF SNACKS — NUTTER BUTTERS, CHEESE CURDS, AND DIET DEW. EVERY TIME WE MEET, HE BRINGS SOMETHING FOR ME, BECAUSE HE'S ALWAYS GOT MY BACK. WHEN HE'S VICE PRESIDENT, HE'LL ALWAYS HAVE YOURS. HE AND KAMALA HARRIS HAVE SPENT THEIR LIVES FIGHTING FOR YOU — FOR YOUR FAMILY, FOR YOUR FUTURE. SO WHETHER YOU'RE A LIFELONG DEMOCRAT OR JUST TUNING IN, THANK YOU FOR BEING PART OF THIS EVENING. FOUR YEARS AGO, THE COVID PANDEMIC UPENDED OUR LIVES. MY BROTHER RON WAS THE SECOND PERSON TO DIE OF COVID IN THE STATE OF TENNESSEE. WE COULDN'T SEE HIM, WE COULDN'T HAVE A MEMORIAL, AND MILLIONS OF AMERICAN FAMILIES WENT THROUGH THE SAME THING. OUR COMMUNITIES WERE SUFFERING. OUR ECONOMY WAS STRUGGLING. AND DONALD TRUMP WAS PLAYING GAMES. OUR COUNTRY WAS BROUGHT TO THE BRINK BY HIS FAILURE TO RESPOND. BUT THE BIDEN-HARRIS ADMINISTRATION STEPPED IN WITH QUICK AND DECISIVE ACTION. THEY CONTAINED THE VIRUS, CREATED MILLIONS OF JOBS, AND INVESTED IN OUR NATION'S FUTURE. UNDER THEIR LEADERSHIP, AMERICA BEGAN TO HEAL.",406,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
Lauren Underwood,Democratic,2024,1,01:05:06,"COVID WAS THE WORST PUBLIC HEALTH CRISIS IN A CENTURY. DONALD TRUMP FAILED US. BUT JOE BIDEN AND KAMALA HARRIS GOT IT UNDER CONTROL. DONALD TRUMP SAID, IT IS WHAT IT IS. JOE BIDEN AND KAMALA HARRIS SAID, HELP IS ON THE WAY. DEMOCRATS IN CONGRESS TRIED TO LOWER THE COST OF HEALTH CARE. DONALD TRUMP TRIED TO TAKE OUR HEALTH CARE AWAY. WE TRIED TO EXPAND SOCIAL SECURITY AND MEDICARE. DONALD TRUMP TRIED TO CUT THEM. YEAR AFTER YEAR AFTER YEAR. HE TOOK THE COVID CRISIS AND TURNED IT INTO A CATASTROPHE. WE CAN NEVER LET HIM BE OUR PRESIDENT AGAIN. AS A REGISTERED NURSE, I CARE DEEPLY ABOUT MAKING HEALTH CARE MORE AFFORDABLE. AS SOMEONE WITH A PRE-EXISTING CONDITION I'M DETERMINED TO PROTECT THE PEOPLE WHO ARE MOST AT RISK. AND AS THE YOUNGEST BLACK WOMAN EVER ELECTED TO CONGRESS -- I AM PAINFULLY AWARE THAT BLACK WOMEN, ESPECIALLY PREGNANT WOMEN AND NEW MOMS, WERE MORE LIKELY TO DIE FROM COVID. I WROTE THE MOMNIBUS TO PROTECT THOSE WOMEN AND ADDRESS THE MATERNAL HEALTH CRISIS. AND THAT BILL WAS INTRODUCED AND CHAMPIONED BY SENATOR KAMALA HARRIS. BECAUSE SHE PROTECTS THE PEOPLE WHO ARE MOST VULNERABLE. SHE'S DONE IT FOR HER WHOLE CAREER. AS VICE PRESIDENT SHE AND PRESIDENT BIDEN PASSED MY LEGISLATION TO MAKE HEALTH CARE MORE AFFORDABLE. AND NOW FOUR OUT OF FIVE AMERICANS CAN GET COVERED THROUGH THE AFFORDABLE CARE ACT FOR $10 OR LESS PER MONTH. AND UNDER THE BIDEN-HARRIS ADMINISTRATION, THE NUMBER OF UNINSURED AMERICANS HIT AN ALL-TIME LOW. FOUR YEARS AGO, IT WAS NOT SAFE TO HOLD A CONVENTION LIKE THIS. BUT TONIGHT, THOUSANDS HAVE GATHERED IN THIS ARENA, IN MY HOME STATE OF ILLINOIS, TO MAKE SURE KAMALA HARRIS IS THE NEXT PRESIDENT OF THE UNITED STATES. WE HAVE COME SO FAR THESE PAST FOUR YEARS AND WE'RE NOT GOING BACK. THANK YOU.",311,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
Robert Garcia,Democratic,2024,1,01:09:48,"THANK YOU. THANK YOU. WE ALL — WE ALL REMEMBER — WE ALL REMEMBER THE WORLD IN 2020. WHERE WE WERE. AND FOR SOME OF US, WHO WE LOST. NOW, I WAS IN MY SECOND TERM AS MAYOR OF LONG BEACH, CALIFORNIA. AND MY MOM WAS A HEALTH CARE WORKER. LIKE MANY OF YOU, I WATCHED IN TERROR AND HORROR AS THE COVID PANDEMIC CONSUMED OUR LIVES. AS MAYOR, I FOUGHT FOR MORE HOSPITAL BEDS, FOR MORE TESTS, AND TO MAKE MASKS MORE ACCESSIBLE. WHAT WE NEEDED AT THAT MOMENT WAS NATIONAL LEADERSHIP. BUT INSTEAD, WE GOT DONALD TRUMP. WHILE SCHOOLS CLOSED AND DEAD BODIES FILLED MORGUES, DONALD TRUMP DOWNPLAYED THE VIRUS. HE TOLD US TO INJECT BLEACH INTO OUR BODIES. HE PEDDLED CONSPIRACY THEORIES. ACROSS THE COUNTRY, WE LOST HUNDREDS OF THOUSANDS OF AMERICANS, AND OUR ECONOMY COLLAPSED. NOW, THAT SUMMER OF 2020, MY MOM AND MY STEPFATHER BOTH DIED DURING THE COVID PANDEMIC, AND I MISS THEM EVERY SINGLE DAY. SO WHEN DONALD TRUMP AND HIS MAGA EXTREMISTS, LIKE MARJORIE TAYLOR GREENE, DOWNPLAY THE HORROR OF THE PANDEMIC, IT SHOULD MAKE US ALL FURIOUS. NOW, I WILL NEVER FORGET WHEN KAMALA HARRIS CALLED ME AFTER MY PARENTS DIED. SHE TOLD ME ABOUT HER OWN STORY — ABOUT LOSING HER OWN MOTHER — AND THAT SHE WAS PRAYING FOR ME AT THAT VERY MOMENT. NOW, WE ALL KNOW THAT LATER THAT YEAR, JOE BIDEN AND KAMALA HARRIS WERE ELECTED PRESIDENT AND VICE PRESIDENT — AND WHAT A DIFFERENCE THEY MADE TOGETHER. THEY GOT PEOPLE VACCINATED. THEY GOT THE VIRUS UNDER CONTROL. THEY SAFELY REOPENED OUR SCHOOLS. AND THEY PASSED THE AMERICAN RESCUE PLAN — A HISTORIC ECONOMIC PACKAGE THAT HELPED SMALL BUSINESSES AND CREATED JOBS ALL ACROSS THE COUNTRY. THANK YOU, JOE BIDEN AND KAMALA HARRIS. NOW, I AM A PROUD IMMIGRANT WHO CAME TO THE UNITED STATES AS A YOUNG CHILD. WE GREW UP POOR. ENGLISH WAS OUR SECOND LANGUAGE. AND WE OFTEN, LIKE MANY IMMIGRANT FAMILIES, STRUGGLED TO GET BY. BUT MY MOM — SHE MOVED HERE TO THE UNITED STATES BECAUSE SHE BELIEVED IN THE AMERICAN DREAM. I'LL NEVER FORGET THE DAY THAT I BECAME A UNITED STATES CITIZEN. I RAISED MY RIGHT HAND, AND I PLEDGED AN OATH TO PROTECT AND TO LOVE THIS COUNTRY. IT WAS THE PROUDEST DAY OF MY LIFE. MY MOM — MY MOM TAUGHT ME TO LOVE THIS COUNTRY. SHE TAUGHT ME THAT REAL AMERICAN PATRIOTISM IS NOT ABOUT SCREAMING AND YELLING “AMERICA FIRST.” REAL AMERICAN PATRIOTISM IS LOVING YOUR COUNTRY SO MUCH THAT YOU WANT TO HELP THE PEOPLE IN YOUR COUNTRY. THAT IS AMERICAN PATRIOTISM. AND WE ALL KNOW THAT KAMALA HARRIS UNDERSTANDS THIS AS WELL. KAMALA HARRIS IS READY TO LEAD THIS COUNTRY. WE CAN ALL REMEMBER 2020. WE CAN ALL REMEMBER THE HORRORS OF DONALD TRUMP. BUT LET'S REMEMBER, MOST IMPORTANTLY, TONIGHT AND EVERY SINGLE DAY THIS WEEK, THAT WE ARE NOT GOING BACK. THANK YOU.",490,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
Peggy Flanagan,Democratic,2024,1,01:16:33,"DONALD TRUMP DOWN PLAYED COVID WHILE AMERICANS WERE LIVING IN FEAR. HE LIED ABOUT CREATING JOBS WHILE OUR COMMUNITIES WERE FIGHTING TO SURVIVE. BUT THE BIDEN-HARRIS ADMINISTRATION STEPPED UP. THEY ACTUALLY TOOK DECISIVE ACTION TO CREATE JOBS. SUPPORT SMALL BUSINESSES. AND REBUILD A STRONGER AND MORE RESILIENT ECONOMY. KAMALA HARRIS IS A LEADER WE CAN TRUST, EVEN IN OUR MOST CHALLENGING MOMENTS. ESPECIALLY IN THOSE MOMENTS. DONALD TRUMP DITTERS. KAMALA HARRIS DELIVERS. DONALD TRUMP ABANDONS VULNERABLE PEOPLE, KAMALA HARRIS PROTECTS THEM. DONALD TRUMP BULLIES SCIENTISTS, KAMALA HARRIS BELIEVES THEM. OUR NEXT TWO SPEAKERS WILL TELL US WHY THAT'S SO IMPORTANT. PLEASE WELCOME RYAN AND SANDRA.",105,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
Dick Durbin,Democratic,2024,1,01:22:47,"I'VE KNOWN BRIAN AND SANDRA FOR YEARS. IN FACT, SANDRA WAS MY PERSONAL PRESS SECRETARY. YOU WILL NOT FIND A MORE COURAGEOUS COUPLE. LET'S GIVE BRIAN AND SANDRA ANOTHER ROUND OF. IN EVERY ELECTION CAMPAIGN WE DEMOCRATS TALK ABOUT JOBS. NOW FORGET FOR A MOMENT DONALD TRUMP'S WILD CLAIMS. HE LOST MILLIONS OF JOBS IN AMERICA. HE PROMISED TO BRING BACK MANUFACTURING JOBS, BUT HE FAILED. HE PROMISED TO DELIVER INFRASTRUCTURE. BUT HE FAILED. HIS RECORD WAS DEFINED BY FAILURE. TO PUT IT ANOTHER WAY, DONALD TRUMP IS LIKE A BAD BOSS. YOU WANT TIME OFF TO TAKE CARE OF SICK PARENTS? ASK DONALD TRUMP. DENIED. IN DONALD TRUMP'S AMERICA THERE'S NO PAID FAMILY LEAVE. WANT TO HAVE A CHILD? BUT NEED I.V.F.? TOO BAD. THAT'S SHUT DOWN TOO. WANT A PAY RAISE? TOO BAD. THE BOSS JUST GAVE HIMSELF ONE SO THERE'S NOTHING LEFT FOR YOU. DONALD TRUMP REMINDS US OF A BOSS WE'VE ALL HAD. THE GUY WHO THINKS HE'S A VERY STABLE GENIUS, BUT IS DRIVING THE COMPANY INTO THE GROUND. NOW GET THIS. DONALD TRUMP DID MAKE HISTORY. LET'S GIVE HIM CREDIT. HE IS ONE OF ONLY TWO PRESIDENTS IN THE HISTORY OF THE UNITED STATES TO LEAVE OFFICE WITH FEWER AMERICANS WORKING THAN WHEN HE STARTED. NOW HE WANTS A CHANCE TO MAKE AMERICA UNEMPLOYED AGAIN. ON THE OTHER HAND, LET'S TAKE A RECORD -- A LOOK AT THE RECORD OF JOE BIDEN AND KAMALA HARRIS. THEY RECOVERED ALL THOSE MILLIONS OF JOBS THAT TRUMP WATCHED SLIP AWAY. THEY ADDED OVER SIX MILLION JOB ON TOP OF THAT. 16 MILLION JOBS IN TOTAL. 16 MILLION. TODAY, MORE ROADS ARE GETTING FIXED. MORE FACTORIES ARE BEING BUILT. MORE AMERICANS ARE WORKING CONSTRUCTION. MORE AUTOWORKERS ARE MAKING CARS THAN ON ANY MONTH WHEN TRUMP WAS PRESIDENT. AND WE KNOW BEHIND EVERY JOB THERE'S A PERSON OR COMMUNITY FOREVER CHANGED. DATA CENTERS IN WISCONSIN, SEMICONDUCTORS IN PENNSYLVANIA, ELECTRIC VEHICLES IN MICHIGAN. YES. HELLO, MICHIGAN. THESE INVESTMENTS MEAN STRONG ECONOMY, GROWING PUBLIC SCHOOLS, AND WELL-FUNDED, WELL-STAFFED FIRST RESPONDERS. THESE INVESTMENTS MEAN HOPE. THAT'S WHAT KAMALA HARRIS AND TIM WALZ ARE FIGHTING FOR. THEY'LL FIGHT FOR THE PLACES THAT ARE TOO OFTEN LEFT BEHIND. FIGHT TO CHANGE LIVES AND UPLIFT COMMUNITIES. FIGHT TO BRING BACK AMERICAN MANUFACTURING. MY FRIEND, ED SMITH, A 2IANT 2F THE ILLINOIS LABORERS, A GREAT FELLOW. LOST HIM THIS YEAR. BUT ED SMITH TOLD US THERE'S JOY IN THIS BATTLE. WHEN WE WIN, WE HELP PEOPLE. BUY THEIR FIRST HOME, SEND THEIR KIDS TO COLLEGE, AND RETIRE WITH DIGNITY. INCIDENTALLY, THAT HAPPENS TO BE MY FAMILY'S STORY TOO. MY MOM AND DAD WORKED FOR THE RAILROAD. BECAUSE WE WERE A STRONG UNION FAMILY, WE WERE ABLE TO NOT JUST GET BY, BUT GET AHEAD. THAT'S THE AMERICAN ECONOMY KAMALA HARRIS AND TIM WALZ ARE FIGHTING FOR. LET'S JOIN THAT FIGHT AND BUILD IT TOGETHER. NOW LET'S HEAR FROM SOME UNION WORKERS ON THE GROUND IN ARIZONA, THANKS TO THE BIDEN-HARRIS ADMINISTRATION INVESTMENT IN AMERICA.",498,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-1/647458
