speaker,party,year,night,timestamp,speech,word_count,source,source_file,replaced_from_rev,replaced_from_cnn,appended_from_missing
Alexander Hudlin,Democratic,2024,3,00:00:29,"Good evening, everyone. On behalf of the convention chair it is my honor to pass they gavel to co-chair Senator Cory Booker.",22,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Cory Booker,Democratic,2024,3,00:00:42,All right! The third session of the 49th quadrennial national convention of The Democratic Party will now come to order. Let's party with a purpose.,25,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Jaime Harrison,Democratic,2024,3,00:09:43,"Hello, hello. So, my friends, for the past 3.5 years, I'm fortunate to have worked with some amazing Democrats to strengthen and rebuild this Democratic party. Please welcome to the stage several of our DNC officers. Vice chair, President Of the assd asdc, Ken Martin. Vice chair former mayor, Keisha Lance bottoms. Vice chair henry munoz. Treasurer Virginia McGregor. And you all know him from last night, the famous rollcall star, our secretary, chance of rain -- Jason Ray. Fellow delegates, we now ask that you approve three honorary resolutions conveying our appreciation for those in Chicago who have set the stage for this convention's success. Our first resolution thanks the great city of Chicago, its mayor, governor, host committee, and residents for their unwavering dedication to organizing this historic invention. -- convention. Our second resolution thanks the first responders who are working to protect every citizen and visitor of the windy city. Our third and final resolution thanks the fellow delegation of Illinois, its 14 u.s. Representatives, and senators durbin and duckworth, for their continual support of the convention. We move that the convention approve these honorary resolutions. Delegates, you have heard the motion to approve these honorary resolutions. Is there a second? All in favor, please say aye. All opposed say nay. The ayes have it, and the motion is passed.",223,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Cory Booker,Democratic,2024,3,00:12:17,"All right. All right. All right, y'all. Welcome to night threee welcome to night three. And tonight is about freedom. But first, iu w but first, iu -- I want to acknowledge a loss today. A man who always lost her freedom. Today we lost Congressman Bill Pascrell who passed away early this morning. Now, he's a jersey legend. He's a powerful pugilist, a prince of patterson. He served in our state assembly, served as our mayor. And for 27 years, he served in Congress. He never forgot where he came from in patterson. And he never stopped fighting. He could push some pachyderms. He fought for the people. And so today, while we're heartbroken, we all are a people who can hold loss and joy in our hearts. Because we are sad for his loss, but we celebrate his life. Let's give him a round of. And now, and now, some of the greatest heroes, some of the greatest warriors, some of the greatest champions for fighting for reproductive freedom. I welcome them to the stage.",177,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Mini Timmaraju,Democratic,2024,3,00:15:08,"When abortion is on the ballot, we win. In California, Kansas, Kentucky, Michigan, Montana, Ohio, and Vermont. Voters sent a message. You come for our rights, we're gonna come roaring back. And it seems like ever -- every day, another state gets added to the list. So let's hear it for Arizona and Montana! The latest states to announce that the people will get to have their say this november. Because voters who support reproductive freedom, we're not the minority. We're the majority. And if there are two people who should understand that Americans' private lives are none of anybody's business, it's Donald Trump and j.d. Vance. Instead, Trump brags about overturning Roe V. Wade. And if you want to know what he's going to do in office, Google project 2025. Kamala Harris has her own project for 2025. Restoring reproductive freedom. It's simple. Do we want a President Who said women should be punished for having abortions? Or a President Who trusts women? A Vice President Who voted against protecting fertility treatment? Or a Vice President Who use fertility treatment to start a family? A President Who created the crisis we are in? Or a President Who will fix it? This election will decide America's future. So let's Elect Kamala Harris and Tim Walz. Thank you.",217,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Alexis McGill Johnson,Democratic,2024,3,00:18:23,"Last summer, a planned parenthood patient in Georgia realized that she was pregnant and didn't want to be. But Georgia bans abortion after six weeks. So she drove to South Carolina, but arrived the day that their six week ban went into effect. She went back home and then went to Florida, but she arrived just days when she was too late under their ban. She had to fly all the way to California to get an abortion. Now remember, each time she had to get the money, she had to miss work, she had to find childcare. Now, imagine if this was an emergency situation. In Texas, doctors who have feared going to jail have sent patients to wait in hospital parking lots rather than provide the emergency care they need. And in idaho, they have airlifted patients to other states. We cannot call ourselves a free nation when women are not free. More than one in three women, and nearly half of all black women, live in banned states. Donald Trump wants women to be less free, and pregnancy to be more dangerous. But I'm here to tell you, in no way are Donald J. Trump and j.d. Vance more qualified than doctors and women to make these decisions. We decide. We trust women! We trust doctors! And we trust Kamala Harris! Our future is on the ballot. Our bodies are on the ballot. And come november 5, we will decide this election.",245,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Cecile Richards,Democratic,2024,3,00:22:01,"These last few weeks have been a celebration of women. From on team USA, to supporting Kamala Harris for president. As my mother, Governor And richards would say -- Anne Richards would say, I hear America singing. When women are free to make their own decisions about their lives and to follow our dreams, we are unstoppable. But when Roe V. Wade was overturned, a generation of young people lost that freedom. Like Ashley, a 12-year-old rape survivor in Mississippi. Because of her state's abortion ban, she started seventh grade with a newborn. That's the Republican promise of state's rights. Last year, I became a grandmother. And during my daughter's pregnancy, nothing mattered more to me than her health. Politics should never stand in the way of anyone's health care or prevent any family from experiencing the joy my grandson teddy has brought to my life. One day, our children and grandchildren may ask us when it was all on the line, what did you do? And the only acceptable answer is, everything we could. This is our time. This is our time. So let's go Elect Kamala Harris and Tim Walz.",192,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Kelley Robinson,Democratic,2024,3,00:25:28,"The story of America is a story of progress towards freedom. In just a few generations, my family went from being enslaved in Mississippi to being the first free black family in muscatine, Iowa. To now preparing to Elect President Kamala Harris. Progress is happening, my friends. The 20-plus million LGBTQ+ Americans are living proof of it. We are your friends and your neighbors, your classmates and your family. Like daniel, a trans kid in tucson going to his very first prom. Like Eric from San Antonio, whos like Eric from San Antonio, whos sacrificed in combat and then came home to battle don't ask don't tell. Like sandy and Chris, the first same-sex couple to get legally married in California 11 years ago. In a ceremony officiated by Kamala Harris. Donald Trump wants to erase us. He would ban our health care, belittle our marriages, bury our stories. But we're not going anywhere. We are not going back. Kamala Harris and Tim Walz, they are champions for LGBTQ+ freedom, y'all. So tonight, we're fighting for lesbian, gay, Bisexual, queer, and trans freedom, without exception. We're fighting for equality for all without exception. We are fighting for joy. Somebody say joy! Somebody say joy! Without exception. And when we fight.",210,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Jessica MacKler,Democratic,2024,3,00:27:55,"Donald Trump took away our rights. But he can never take away our power. Republican attacks on abortion did not begin with the end of roe, and they didn'tend there either. Millions of women across this country are living with the devastating consequences of Republican abortion bans. Now comes project 2025, a blueprint for banning abortion in all 50 states. It would give extremists like Donald Trump and j.d. Vance the power to monitor your pregnancy, and even prosecute doctors for mailing abortion medication. Make no mistake, the threat of project 2025 is very real. But so is our ability to stop it. In 2022, Democrats didn't just run on reproductive freedom, we won on reproductive freedom. And in 2024, we are coming back to the polls to finish the job. In his devastating opinion, justice Alito wrote that women are not without electoral or political power. And Donald Trump and Republicans are about to find out just how true that is. The opportunity is before us. Power is in our hands and the time is now.",177,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
María Teresa Kumar,Democratic,2024,3,00:29:50,"Hello, Chicago. When latinos vote, Democrats win. Now, not everyone believes it so I brought receipts. We flipped Nevada and Colorado in 2008 we delivered in 2020. Joe Biden and Kamala Harris won Georgia by 12,000 votes. We registered 23,000 voters there. They won Arizona by 10,400 votes. We registered 34,000 voters there. Because we proved that when latinos about, -- latinos vote, Democrats win. Now, they are trying to suppress our vote. Boo. Our sacred and universal right as Americans. Let me be clear. We have registered 1.5 million voters. And we are just getting started. Because since 2020, 4 million young latinos have become eligible to vote this election. And I could not be prouder because we are registering them faster than any time in our history. This year, we will prove it again. When latinos vote, Democrats win. You guys got the memo. Another fun fact. This year, more latinos will vote the on any time -- will vote than any time in our history. So that means si se puede. Si se puede. That means that together, together, we will make history and Elect Kamala Harris president. Vota.",192,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Tom Suozzi,Democratic,2024,3,00:34:05,"I'm Tom suozzi. Earlier this year, I flipped the seat from red to blue. My father came from Italy as a boy. He was the first kid in the neighborhood to go to college. He served as a navigator during will or two. Came home and at 28 was elected the youngest judge in the history of New York state. What a country. The immigrant experience. Out of many, one. My family's experience. Kamala Harris's experience. The American experience. That is why the polarization on immigration is so painful. Let's be clear. The border is broken but this year when Democrats and Republicans worked together to finally write new border laws, we were blocked. We all know who sabotaged us. We reject the divisiveness. We reject the dysfunction. We reject the deception. My Italian grandfather used to toast new couples. He would say marriage sometimes is hard in the end, you cannot have the roses without the thorns. You have to work for it. To be a nation of immigrants is hard sometimes too. You have to work for it. Tonight, we celebrate the roses of life. We come together from every state, from every ethnicity, from every race and religion. We come together tonight to celebrate our candidate Kamala Harris. Who knows America is worth it. Who knows this nation built by immigrants his a rare and beautiful thing. And who joyfully accepts the challenge to work across party lines to secure our border, to treat people like gangs and to move -- like human beings and to move our country forward.",263,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Cavalier Johnson,Democratic,2024,3,00:42:08,"I am Milwaukee Mayor Cavalier Johnson from the great state of Wisconsin. In Wisconsin, keeping promises is important. So is making amends for your mistakes.. One of those happened 60 years ago in neighborhood called brownsville limning -- brimming with black music, black culture and entrepreneurship. Then came urban renewal and the construction of interstate 94 and 43 ripping our communities apart. Sixth street was widened and people of color were displaced. Homes destroyed. Businesses shuttered. All for a quicker commute. Under Kamala Harris and Joe Biden, we are bringing brownsville back. With more green space. Like paths and walkable -- walkable streets that serve people who actually live there. The music is coming back. The culture is coming back. Thanks to the bipartisan infrastructure law, the opportunities are coming back. It is now my privilege to introduce two Milwaukee ends who know firsthand the power of reconnecting our community.",150,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Deanna Branch,Democratic,2024,3,00:43:51,"My name is sienna branch. I am an advocate and mom from Milwaukee. When my friend was two, he was hospitalized due to high levels of lead in his blood. Lead was everywhere. In our pipes, in our paint and in our soil. President Biden and Vice President Harris passed a bipartisan infrastructure law removing lead pipes from communities like ours. And President Kamala Harris will make sure everyone can drink clean water and be superheroes.",76,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Rashawn Spivey,Democratic,2024,3,00:44:40,"My name is Rashawn, the owner of hero plumbing in Milwaukee. When President Biden and Vice President Harris announced their goal to replace every lead pipe in America, heroes stepped up to make that vision a reality. We went to work replacing lead pipes that serve homes and childcare communities. Childcare centers in our community. Then, we replaced more than 1000 pipes. That was made possible thanks to Vice President Kamala Harris. When she visited Milwaukee two years ago, I got to show her our work up close. Because of her leadership, I have grown my business and helped kids like aiden have healthy, safer lives.",106,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Lisa Blunt Rochester,Democratic,2024,3,00:47:02,"I am Lisa Blunt Rochester. Mother, grandmother and Congresswoman And hopefully the next Senator From the great state of Delaware. The proud home of President Biden. We love you, Joe. In Delaware, we know that when small businesses thrive, communities thrive. We know when our roads at our end bridges are strong should when everyone has a fair shot as a better future, America is limitless to Democrat -- is limitless. Democrats, we know this. But you know who does not know it? Donald Trump. He has with his friends said the quiet parts out loud but only said them out loud. He wrote a book about it. What is it called? Project 2025. With so much on the line, we have got to turn our biggest challenges into our greatest and brightest of hopes. For me, bright hope was the name of the church my grandmother attended for 70 years in Philadelphia. It is not just a name. It is how I approach my life. It is how I will lead as Delaware Senator And it is how Kamala sees the future of America. There are some who think our politics are too broken for bright hope. If you want to see hope, just look. Great hope has record numbers of brown and black entrepreneurs starting businesses. Bright hope is in opportunity economy where we invest in our communities and build affordable housing. Ladies and gentlemen, bright hope is four words. Madam President Kamala Harris. Are you ready for bright hope? Are you ready to fight for our freedom? Are you ready to flip the house tomorrow protect the Senate and send Kamala to The White House? Then let's go.",281,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Cory Booker,Democratic,2024,3,00:49:44,"Wow. We so blunt rochester. Know that name. My friend. My sister. And soon to be our senator. I can't wait to work with her in the Senate. Next, we are going to hear more about the ongoing fight for reproductive freedom. This is a fight that affects every single American. No matter where you live. So-called blue states or red states. If Donald Trump has his way, he is going to push through their extreme agenda. Project 1825. I'm sorry. I'm sorry. I got that wrong. Project 1925. I'm sorry. I'm sorry. Project 2025. That poisonous agenda where every single state will be in a state of crisis. So let's hear more from leaders who are fighting back.",119,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Grace Meng,Democratic,2024,3,00:52:24,"Generations of women fought for our right. Our right to vote. Our right to financial independence and our right to reproductive freedom. Our mothers and grandmothers marched. For us because of them. My husband and I were able to choose if and when to start a family. We have two energetic boys running around at home. Now it is our turn to take the torch for our children and grandchildren. All across our country, women are being denied lifesaving health care and the right to determine their future. A second Trump term will be even worse. You will not stop at banning abortion. He will let states track pregnancies.. He will put brake put control and infertility treatment at risk. Trump's plan is cruel. It is dangerous. But it is not inevitable. Tonight, we mobilize for Kamala Harris. November 6, we move forward with Kamala Harris because we are not going back.",152,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Jared Polis,Democratic,2024,3,00:54:06,"Tonight, let's talk about freedom including our most intimate freedom, choosing when and if to have children and have a family. Let's talk about project 2025. Donald Trump's room at -- roadmap to ban abortion in all 50 states. Look, that sounds crazy, but right here on page 562, it says Donald Trump can use and obscure law from the eight in hundreds to single-handedly -- the 1800s to say gladly been abortion in all 50 states, even putting doctors in jail. Page 486 puts limits on contraception. Page 450 cretins access to IVF. On page 455, project 2025 says states have to report miscarriages to the Trump administration. Page 451 says the only legitimate family is a married mother and father where only the father works. You know what? I'm going to take that one out. I'm going to put that in my pocket so I can share it with undecided voters so they better understand what is at stake this election. Project 2025 would turn the entire federal government and bureaucracy into a massive machine. They would weaponize it to control our reproductive and personal choices. Look, as a redditor, gamer, entrepreneur and swiftly from this -- and swiftie from the free state of Colorado, I'm excited for Kamala Harris for jennifer protecting and expanding our personal freedom, internet freedom and economic freedom. Democrats welcome weird but we are not weirdos telling families who can and cannot have kids. Who to marry or how to live our lives. These project 2025 people like Trump and Vance are not just weird. They are dangerous. They want to take us backwards but we are not going back. Like ever, ever, ever. Let's stop project 2025 and Elect Kamala Harris President This november.",292,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Debbie Wasserman Schultz,Democratic,2024,3,00:57:09,"Hello, America. As a proud floridian, I have written you a cautionary tale. For the people of my state, project 2025 is not just a threat—it is the reality that we battle every day. From the classroom to the emergency room, Governor Desantis turned Florida into a testing ground for the most egregious, dangerous policies. I can tell you firsthand it has been devastating for families in my district and across the state. Today in Florida, state policy requires that kids are taught racist lies about so-called benefits of slavery. Books are banned, teachers are censored, and our LGBTQ+ community endures endless state-sponsored hate, including a cruel “don’t say gay” law. Today in Florida, as we grapple with record heat and rising seas, extreme MAGA Republicans have deleted mentions of climate change from state law. Today in Florida, a near-total abortion ban endangers women's health and their lives every day. I keep thinking about a central Florida woman I met named Deborah. At 23 weeks pregnant, she got news every future parent dreads—her baby's kidneys never developed. Doctors told her that not only would her baby not survive, her own health was in danger. Deborah could not get the care she needed in Florida. She could not afford to travel hundreds of miles to get it. She had no choice but to carry her son milo to term, only to watch him die in her arms two hours later. This is project 2025 in practice. It is what Donald Trump and Jd Vance want for the whole country. But we are not going to let it happen, are we? I say this as a floridian, but also as a mom and an American. We cannot let them do to America what they did to Florida. Are you with me? So let's fight like hell to Elect Kamala Harris as the next President Of the united states of America. Thank you so much.",322,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Suzan DelBene,Democratic,2024,3,01:00:38,"Hello, Democrats. It is my honor to represent the great state of Washington. And to lead the house Democrats to take back the majority. As I travel the country, I hear the same thing. People want governance that works. They don't want tax cuts for the ultra wealthy. Not a national abortion ban or more chaos and dysfunction or blind loyalty to Trump. In other words, they don't want Republicans in charge. We are here because we need to Elect Vice President Harris and Governor Walz. And giving them a Democratic Congress is how we turn promises into progress. A Democratic majority means lowering cost and growing the middle class, expanding the child tax credit and making it permanent. Protecting reproductive freedom and yes, a Democratic house means speaker jeffries will certify the 202014 election. We need just four more seats to take back in the majority. The good news is we have fantastic candidates in winnable districts all across the country in battleground states like Michigan and Arizona. In blue states like New York and California. Even in states like Iowa and Nebraska. And we are going to make history by picking up a seat in the state where I was born, Alabama. In 2022, we came within 7000 votes of the majority so it is within our power to win these critical races. This election is about our rights, our freedom, our democracy and our future. So let's get out the vote. Let's take back in the house. Let's make hakeem jeffries our next speaker and let's send Kamala Harris and Tim Walz to The White House. Thank you.",271,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Keith Ellison,Democratic,2024,3,01:03:39,"Friends, I will never forget when I first saw the video of the murder of George Floyd. I was heartbroken. I was angry. And that morning, my phone rang. On that line was Governor Tim Walz. Tim Walz felt the exact same way I did. A few days later, Tim appointed me to prosecute George Floyd's murder. Almost a year after that, minutes after the guilty verdict came down, my phone rang again and it was Vice President Kamala Harris calling to congratulate my team and the work. Kamala and Tim understand the legacy of George Floyd. No one is above the law and no one is beneath it. No one is outside the circle of our compassion. In The Republican Party, everyone thinks they are above the law. Nearly a dozen of their own lawyers are facing serious charges.. Even their lawyers need lawyers. These con artist are trafficking in the defective good of division, exclusion and fear. And friends, selling defective goods is a scam. Like Kamala Harris, I am an attorney general. And attorney generals know what a scam is when they see it. Like my friend from New York. America, we will not be scammed again. We are not going back. We are going forward. Kamala Harris and Tim Walz are ready to meet us there. I have worked side-by-side with Tim Walz for 18 years. His office is right across the hall from mine. I have seen him deliver for the people from the state of Minnesota every day. Everybody knows Minnesota is one of the best states to live in, to raise a family, to do business and we got the best voter turnout in America. Kamala and Tim, they fight for the people in they also listen. And when they say we need an end to the loss of innocent lives in Gaza and to bring hostages home, they are listening, friends. They agree with us. There are people watching tonight and maybe even here tonight who are not sure yet about Kamala Harris and Tim Walz. If you want to know where they stand on some of the most urgent issues facing our country in the world, let me assure you, and Tim here you. They listen. They care. Everyone is included in their circle of compassion. They believe everybody counts and everybody matters should let's put a stop to the scam of Donald Trump once and for all and let's put Kamala Harris and Tim Walz in The White House. Let's go win.",422,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Dana Nessel,Democratic,2024,3,01:09:01,"Hello, Chicago. I Michigan attorney general Dana nessel.let me tell you, being attorney general is a tough job, right? But as California's attorney general, Kamala Harris never shied away from a good fight. She has held accountable environmental polluters, sexual abusers and transnational gangs. What really stands out is when she stood up and protected her stitch went freedom. In 2011, she refused to defend California's ban on same-sex marriage. She refused to argue that some families should have fewer rights than other families. It meant a lot. She was fighting for families like mine. Now in 2022 a similar situation when after Roe V. Wade was overturned, Michigan's archaic abortion ban was resurrected. The Vice President Harris had my back and she reminded me that protecting people's lives and defending their rights is our job. And just as the same-seban was overturned in California, so too was the abortion ban in Michigan. By the way, I got a message for the Republicans and justices of The United States Supreme Court. You can pry this wedding band from my cold, deae from my cold, dead, gay, from my cold, dead, gay hand. I am retaining a lot of water so good luck with that. I know whether she is attorney general or President Of The United States, Kamala Harris will always be in our corner. Now, America, you get to be the judge. Can we go back to the corruption, criminality and chaos of Donald Trump? Or do we move forward with Kamala Harris? We know when she takes an oath to preserve, protect and defend the constitution, she has actually read it. We know she will appoint Supreme Court justices who will protect our freedom. And let me tell you, Kamala knows you go from the courthouse to The White House. Not the other way around. Ladies and gentlemen, I rest my case.",314,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Cory Booker,Democratic,2024,3,01:12:47,"Wow. Wow. I just want to say thank you attorney general nessel. Coming up, we have John and rachel. Proud loving parents of three. On october 7, their son, a u.s. Citizen, was at a music festival when hamas attacked. He was taken hostage and he is still being held today. An American citizen. Rachel and John want what every parent wants, to hold their child close, to love on them and to keep them safe. I'm honored to introduce the two of them tonight.",85,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Rachel Goldberg,Democratic,2024,3,01:15:05,"At this moment, 109 treasured human beings are being held hostage by hamas in Gaza. They are Christians, Jews, Muslims, hindus and buddhists. They are from 23 different countries. The youngest hostage is a one-year-old redheaded baby boy and the oldest is an 86-year-old mustachioed grandfather. Among the hostages are eight American citizens. One of those Americans is our only son. His name is hershe his name is hersche. He is 23 years old. Like Vice President Kamala Harris, he was born in Oakland, California. He is a happy-go-lucky laid-back good-humored, respectful and curious person. He is a civilian. He loves soccer, is wild about music and music festivals and he has been obsessed with geography and travel since he was a little boy. His headroom overflows with atlases, globes, maps and national geographic magazines should on october 7, hersh and his best friend honor went to a music festival in the south of Israel. It was advertised as celebrating peace, love and unity. They also went to celebrate his 23rd birthday. As rockets began to for, hersh, honor and 27 other festivalgoers took refuge in five foot -- stood in the doorway and repelled seven of those grenades before the eighth one killed him. Altogether at the music festival, 367 young music lovers were killed. This is just one of many attacks on neighborhoods and communities in southern Israel on that terrible day. In total, 1200 were killed including 45 American. His left forearm, his dominant arm was blown off before he was loaded on to a pickup truck and stolen from his life and me and John Into Gaza. And that was 320 days ago. Since then, we lived on another planet. Anyone who is a parent or has had a parent can try to imagine the anguish and misery that John and I and all of the hostage families are enduring.",314,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Jon Polin,Democratic,2024,3,01:18:58,"Rachel and I are comforted to be back in our sweet home, Chicago. We were both born and raised here and our families still live here. This is a political convention. But needing our only son and the cherished hostages home is not a political issue. It is a humanitarian issue. The families of the American hostages meet every few weeks in Washington. We are heartened both Democratic and Republican leaders demonstrate their bipartisan support for our hostages being released. We have met with President Biden and Vice President Harris numerous times at the White House. They are both working tirelessly for a hostage and cease-fire deal that will bring our precious children, mothers, fathers, spouses, grandparents, and grandchildren home and will stop the despair in Gaza. We are all deeply grateful to them. We are also profoundly thankful to you, the millions of people in The United States and all over the world who have been sending love, support and strength to the hostage families. You have kept us breathing in a world without air. There is a surplus of agony on all sides of the tragic conflict in the middle east. In a competition of pain, there are no winners. In our Jewish tradition, we say every person is and entire universe. We must save all these universes. In an inflamed middle east, we know the one thing that can most immediately release pressure and bring home to the entire region. A deal that brings this diverse group of 109 hostages home and and the suffering of the innocent civilians in Gaza. The time is now.",268,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Rachel Goldberg,Democratic,2024,3,01:22:41,"Hersh, if you can hear us, we love you. Stay strong. Survive.",12,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Cory Booker,Democratic,2024,3,01:24:41,"Some of you may have the wrongful impression I am about to sing with this man. That ain't going to happen. But I will tell you what. I want to bring you all to a street in Newark, New Jersey called Martin Luther Ching -- Martin Luther King Boulevard. On that street was a housing tower called brick towers. In those towers was a tenant President Named miss Virginia jones. Her son was murdered in the 1980's in the lobby of one of those buildings but she was a woman of invincible joy. I will tell you this. I used to ask her how are you so joyful and she would always tell me -- she would say the joy I have, the world did not give it to me. Come on now. Come on now. She taught me that you got to generate the joy. That hope is the active conviction. That despair will never have the set -- the last word. So tonight, there are so many challenges in our nation. There are so many problems we are facing. If America has not broken your heart, you don't love her enough. But yet, we will be joyful warriors. We are going to bring back to the journey of our nation joy. And if there is any tradition in America that has helped us to generate that joy, it has been the artists of America. It has been those folks bringing the rock 'n' roll and the funk. Bringing the gospel and the hard rock. Tonight we are blessed by one of those brave American artists that helps us to cleanse our spirit, to raise our hearts and to bring in that joy. Ladies and gentlemen, I give you one of the true greats in America. Someone to bring the joy to this incredible arena.",306,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Cory Booker,Democratic,2024,3,01:30:54,"All right. You know what? I'm inspired. Maybe I will sing a song. About Donald Trump, a little bb king classic, the thrill is gone. I want you all to know, tonight is about joy. Our common history is a testimony to taking on the insurmountable and achieving the impossible. That should bring us joy. Our progress never, ever came easy but in America, we do her things -- we do hard things. We created great education and world changing innovation. We nurtured the best athletes, artists humanity has ever seen and we kept the promise of Medicare and social security for our seniors. Look at who we are. Against bigotry and hate, we advance equal rights for all Americans. Civil rights. Workers rights. LGBTQ rights. Reproductive rights. The right to marry who you love. The right to be free. We did all of this in a way that did not pit Americans against Americans. We did this by healing riffs and bridging divides, by pulling people together and all the while, we in this nation lived up to our calling and creed, to be a more perfect union. To make this one nation under God a little more indivisible. Now you all know that Trump betrayed these ideals. He viciously attacks Democrats and Republicans. His putdowns know no shame. John McCain's military service. Women. People with disabilities. Trans people. Veterans. He is indiscriminate in his putdowns. His is the politics of smear and fear, not inspiration and elevation. Donald Trump speaks more of American carnage that American compassion. But in America, you cannot lead the people if you do not love the people. All the people. Our nominees, Kamala Harris and Tim Walz, they bring the joy! Think about it. They are descendants of immigrants, shopkeepers, slaves, educators, people who faced pain with perseverance, met hate with love. They are the living creed of their ancestors. But look at this arena. Look around you right now. We are all our ancestors wildest dreams. Generations who faced impossible odds and have responded to every one of the challenges with the classic American creed, yes, we can! So there are doubters. There are people who doubt our collective strength. They want to tell us how bad we are. They want to say they alone can save us. Well we know that the power of the people is greater than the people in power, and we are not -- we are not going to lose our faith. I want everybody in here to all say together, I believe in America. Let me hear you. I believe in America! I believe in America because our elders told us that no matter what the obstacle, like the gospel says, we shall overcome. I believe in America because our soldiers died on battlefields, in the air and at sea, so that we could be free today and to say together, I believe in America! I believe in America because our fighters fought. The marchers marched in selma. Delegates met at seneca falls. Every single one of them believes in America, even when America did not believe in them. Say it with me now. I believe in America! Because king dared to dream the impossible dream, because neil armstrong went to impossible heights, and because we Elect Kamala Harris, there is not a boy or girl in America with any creed, caller, or heritage that will ever think being President Of The United States is impossible again! Say it with me. I believe in America! The land of hope and heroism, the land of courage and compassion, I believe in America where we share common ground and common cause and one common destiny, and let me tell you, if you believe in America, if you love in America, then you will work for America and when we work together, when we stand together, when we organize together, when we vote together, I will tell you this, when we fight -- we win",666,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
Veronica Escobar,Democratic,2024,3,01:38:03,"Glynis knoche as -- good evening. Like countless Texans, I grew up going across the border. My family would go to the doctor, pick up medicine. The border is my beloved home, the place where my children grew up. Forget what you hear on the news. I am from their. -- there when it comes to the border, hear me when I say, you know nothing, Donald Trump. He and his Republican imitators see the border and immigration as a political opportunity to exploit, instead of an issue to address. Congress has to pass -- has not passed comprehensive immigration reform in nearly four decades. The three times they tried, Republicans blocked legislation that would have funded border security and created a more humane immigration system. They are not serious people. Do you know who is serious? Kamala Harris. I met the Vice President When she visited El Paso. I saw firsthand how she engaged with law enforcement, migrants, and human rights advocates. She was curious. She asked questions. She listened. And she did not care if the cameras were on. Most of all, she recognized that the situation at the border is complicated, as filled with opportunity as it is with challenges. All Republicans offer is demonization and bluster. Democrats have solutions. With Kamala Harris as president, we can live up to the promise of America. We can strengthen legal pathways to immigration. We can secure our borders and we can treat with dignity those who seek a better future within them.",253,CSPAN,https://www.c-span.org/program/campaign-2024/democratic-national-convention-day-3/647460,0,0,0
